x,y,p_xx,p_xy,p_yy
0.00731204,0.000290838,0.0259025,0,0.00270769
0.00723183,0.000297238,0.0259865,0,0.00270917
0.00722152,0.000298369,0.0260521,0,0.00270645
0.00723099,0.000300134,0.0263404,0,0.00271001
0.00736859,0.000304007,0.0263102,0,0.00271464
0.00749153,0.000302483,0.0264286,0,0.00271629
0.00759963,0.000303659,0.0264643,0,0.00271859
0.00764207,0.000309561,0.0264184,0,0.00271835
0.00768046,0.000313776,0.0265637,0,0.0027233
0.00765789,0.000319866,0.0265345,0,0.0027229
0.00757603,0.000325902,0.0266449,0,0.00272526
0.0074149,0.000332545,0.0270683,0,0.0027253
0.00726298,0.000334817,0.0273058,0,0.0027277
0.00705029,0.000334532,0.0274134,0,0.00273022
0.00686671,0.000332782,0.0275457,0,0.0027289
0.00672264,0.000323498,0.0275189,0,0.00272923
0.00653556,0.000313177,0.0275153,0,0.00272946
0.00636076,0.000302763,0.0276681,0,0.00273425
0.00622983,0.000295392,0.0277713,0,0.00273237
0.00614938,0.000294098,0.0279633,0,0.00272916
0.00605754,0.000295873,0.0281509,0,0.00272634
0.00601274,0.000297355,0.0283221,0,0.00273071
0.00597172,0.000298344,0.0284731,0,0.00273047
0.0059696,0.000295073,0.0285597,0,0.00273088
0.00602185,0.000291029,0.0286367,0,0.00272856
0.00607756,0.000294704,0.0288131,0,0.00272673
0.00605829,0.000300227,0.0289425,0,0.0027302
0.00603831,0.0003057,0.0290189,0,0.00273699
0.00601461,0.000312306,0.0291068,0,0.00273764
0.00593017,0.000325182,0.0292813,0,0.00273891
0.0058558,0.000337817,0.0292722,0,0.00274588
0.00580084,0.000349453,0.0293678,0,0.0027475
0.00582817,0.000362209,0.0295033,0,0.00274289
0.00583286,0.000368122,0.029473,0,0.00274578
0.00588028,0.00036867,0.0295587,0,0.00273987
0.00593212,0.000374592,0.0294374,0,0.002741
0.00600298,0.000374503,0.0293839,0,0.00273866
0.00607686,0.000369647,0.0294422,0,0.00273927
0.00615395,0.000368036,0.0294281,0,0.00274024
0.00626057,0.000369698,0.029552,0,0.00273799
0.00637442,0.000372019,0.0297668,0,0.00273896
0.0064692,0.000374792,0.0299126,0,0.00273766
0.00658562,0.000384882,0.0301606,0,0.00273686
0.00664661,0.00039501,0.0302031,0,0.00273799
0.00673334,0.000399443,0.0303075,0,0.00273849
0.00678712,0.000408724,0.0304007,0,0.00273773
0.00688245,0.000416676,0.0305546,0,0.00273614
0.00694116,0.00042637,0.0306793,0,0.00274017
0.00701361,0.000436934,0.0307984,0,0.00274464
0.00711903,0.000448599,0.0308503,0,0.00274416
0.00726297,0.000458287,0.0308891,0,0.00274406
0.0074108,0.000473095,0.0309112,0,0.00274273
0.00756755,0.000485359,0.0308917,0,0.00274182
0.00772072,0.00049465,0.0310184,0,0.00274203
0.00790796,0.000496715,0.0311927,0,0.00273711
0.00809313,0.000500582,0.0312302,0,0.00273743
0.00821759,0.000505387,0.0314528,0,0.00274016
0.00833462,0.000511692,0.0314112,0,0.00274264
0.00837391,0.000516028,0.0314861,0,0.00274815
0.00841935,0.000522598,0.0315391,0,0.00274834
0.00845926,0.000518778,0.0315735,0,0.00274928
0.00857828,0.000518981,0.0315753,0,0.00274994
0.00864165,0.000523227,0.031685,0,0.00274793
0.00871422,0.000526644,0.0317553,0,0.00275251
0.00877365,0.000530261,0.0319043,0,0.00275888
0.00887058,0.000536133,0.0321746,0,0.00276079
0.00898569,0.000535966,0.0322109,0,0.002767
0.00908807,0.000527035,0.0321071,0,0.00276622
0.00920526,0.000521966,0.0321832,0,0.00276814
0.00940228,0.000516882,0.0323131,0,0.00277393
0.00951495,0.000510184,0.0325111,0,0.0027763
0.00961988,0.000503168,0.0326429,0,0.00277708
0.00971514,0.000491678,0.0328787,0,0.00277943
0.00978729,0.000481651,0.0330236,0,0.00278172
0.0098612,0.0004697,0.0331894,0,0.0027768
0.00988464,0.000460838,0.0332197,0,0.00277543
0.00994441,0.000453462,0.0331599,0,0.00277631
0.0100197,0.000445345,0.0332587,0,0.00277533
0.0101607,0.000440603,0.0334042,0,0.00277633
0.0102398,0.000432733,0.033444,0,0.00277579
0.0103325,0.000425302,0.0334608,0,0.00277816
